,Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
4310,4311,0.97,Premium,F,SI1,59.9,59.0,6.39,6.36,3.82,4726
10023,10024,1.3,Ideal,G,VS2,61.9,55.0,7.01,7.04,4.35,9060
17813,17814,2.05,Fair,I,VS1,67.7,58.0,7.74,7.68,5.22,17408
1192,1193,0.32,Ideal,H,SI1,61.8,55.0,4.39,4.41,2.72,479
9296,9297,0.52,Premium,D,SI1,58.7,58.0,5.32,5.28,3.11,1720
8204,8205,1.52,Ideal,F,SI1,61.5,55.0,7.44,7.41,4.57,12477
24620,24621,0.3,Premium,F,VVS1,62.0,59.0,4.24,4.28,2.64,868
17248,17249,1.12,Premium,H,SI1,61.2,59.0,6.69,6.65,4.08,4641
21898,21899,1.0,Premium,G,VS1,61.9,60.0,6.39,6.31,3.93,5242
12310,12311,1.11,Ideal,I,SI1,61.9,57.0,6.62,6.67,4.11,4709
20391,20392,1.51,Premium,G,VS1,62.5,58.0,7.27,7.23,4.53,13811
2726,2727,0.61,Very Good,E,VS2,60.1,60.0,5.5,5.54,3.32,1884
22326,22327,0.61,Ideal,G,IF,62.3,56.0,5.43,5.45,3.39,2800
6500,6501,0.33,Premium,G,VS1,60.8,59.0,4.45,4.43,2.7,854
8101,8102,0.56,Ideal,D,VS2,61.9,57.0,5.3,5.26,3.27,2066
22550,22551,0.76,Very Good,F,SI1,62.9,57.0,5.79,5.81,3.65,2770
9402,9403,1.01,Fair,F,SI1,57.9,57.0,6.53,6.57,3.79,5144
10558,10559,0.57,Ideal,E,VS1,61.0,56.0,5.38,5.4,3.29,2297
17455,17456,1.01,Good,H,SI1,60.3,64.0,6.53,6.5,3.93,4642
11005,11006,0.7,Ideal,I,SI1,62.6,56.0,5.66,5.69,3.55,2187
8741,8742,1.5,Premium,I,VVS2,61.4,58.0,7.38,7.32,4.51,11007
22356,22357,0.6,Ideal,E,SI1,61.4,58.0,5.44,5.47,3.35,1749
7257,7258,0.41,Premium,E,VS2,59.8,60.0,4.87,4.83,2.9,999
7543,7544,0.4,Ideal,I,VVS2,61.4,56.0,4.76,4.79,2.93,1240
5095,5096,0.35,Ideal,D,SI1,61.6,55.0,4.56,4.53,2.8,827
20234,20235,1.01,Good,E,SI2,63.3,58.0,6.29,6.35,4.0,4149
1956,1957,0.32,Ideal,G,VVS1,62.4,55.0,4.38,4.37,2.73,1080
6657,6658,0.7,Very Good,D,SI1,58.3,62.0,5.78,5.84,3.39,2563
13914,13915,1.13,Ideal,H,SI2,62.5,57.0,6.67,6.71,4.18,4584
22359,22360,0.77,Premium,F,VS1,59.5,58.0,5.96,5.94,3.54,3211
7450,7451,0.4,Very Good,J,VS1,62.1,57.0,4.69,4.72,2.92,606
5127,5128,0.71,Ideal,G,VVS2,61.5,57.0,5.74,5.78,3.54,3909
12390,12391,0.73,Good,F,SI2,58.1,62.0,5.92,5.93,3.44,2191
5993,5994,1.07,Ideal,G,SI2,62.4,57.0,6.56,6.58,4.1,4419
11773,11774,1.52,Premium,J,VS1,62.5,58.0,7.37,7.34,4.6,9014
9232,9233,2.02,Good,F,SI2,57.1,60.0,8.31,8.25,4.73,12615
15684,15685,0.33,Good,I,SI1,63.6,57.0,4.39,4.42,2.8,445
24511,24512,1.05,Premium,E,SI2,60.3,61.0,6.62,6.57,3.98,5400
14558,14559,0.51,Ideal,G,VS1,61.9,56.0,5.14,5.1,3.17,1781
26207,26208,0.32,Ideal,D,SI1,62.9,56.0,4.4,4.38,2.76,706
142,143,0.41,Premium,E,VS1,62.3,59.0,4.74,4.76,2.96,1079
24811,24812,1.0,Very Good,D,VVS2,61.3,58.0,6.37,6.42,3.92,9487
13302,13303,0.33,Ideal,F,VVS2,61.9,56.0,4.42,4.46,2.75,810
3173,3174,0.71,Premium,D,SI2,62.8,57.0,5.69,5.64,3.56,2368
8111,8112,1.18,Ideal,F,VVS1,61.5,55.6,6.79,6.83,4.19,13257
1342,1343,0.54,Ideal,E,VS1,61.0,56.0,5.35,5.24,3.23,2041
1114,1115,1.51,Premium,E,SI1,62.4,59.0,7.33,7.29,4.56,12319
11595,11596,1.2,Very Good,G,VS2,62.0,55.0,6.8,6.84,4.23,7318
12322,12323,0.53,Very Good,G,SI2,60.9,55.0,5.26,5.29,3.21,1092
12212,12213,2.01,Good,E,SI2,62.3,61.0,7.99,8.04,4.99,17115
25476,25477,1.01,Fair,H,VS1,66.1,55.0,6.28,6.24,4.14,4044
14626,14627,0.71,Premium,J,SI1,62.4,61.0,5.68,5.63,3.53,1690
2396,2397,1.11,Premium,H,VS2,62.0,59.0,6.66,6.59,4.11,5395
18835,18836,0.7,Premium,F,SI1,61.3,59.0,5.74,5.68,3.5,2423
14002,14003,0.41,Premium,F,VVS2,60.1,59.0,4.79,4.82,2.89,1115
1795,1796,1.21,Ideal,H,SI1,62.2,54.0,6.8,6.86,4.25,6876
4381,4382,0.38,Premium,G,VS1,60.6,58.0,4.67,4.64,2.82,1069
22545,22546,0.53,Premium,D,VS2,60.2,58.0,5.23,5.26,3.16,1808
9118,9119,0.29,Very Good,G,VVS2,61.6,56.0,4.24,4.28,2.63,541
18430,18431,0.3,Ideal,F,VS2,61.4,57.0,4.36,4.34,2.67,776
3943,3944,1.04,Very Good,I,SI1,62.5,62.0,6.39,6.45,4.01,4175
2459,2460,1.1,Premium,H,SI2,62.8,55.0,6.68,6.57,4.16,4004
343,344,2.01,Very Good,H,SI1,63.5,57.0,7.96,7.88,5.03,14725
26244,26245,1.55,Ideal,F,SI1,61.9,55.0,7.47,7.42,4.61,14220
11247,11248,0.4,Ideal,F,VS2,60.6,55.0,4.82,4.78,2.91,1080
5977,5978,0.75,Good,E,SI2,62.3,58.0,5.78,5.81,3.61,2702
3139,3140,0.37,Premium,F,VS2,61.2,60.0,4.63,4.59,2.82,957
15832,15833,1.01,Premium,G,VS2,61.6,60.0,6.51,6.42,3.98,6108
24569,24570,1.31,Very Good,I,VS2,61.2,58.0,7.01,7.05,4.3,6917
19305,19306,0.48,Ideal,G,SI1,61.6,55.0,5.06,5.1,3.13,1145
12773,12774,2.1,Premium,I,SI1,61.5,57.0,8.25,8.21,5.06,15007
22236,22237,0.23,Good,F,VS2,63.8,57.0,3.93,3.84,2.48,447
18973,18974,0.28,Premium,H,VVS1,59.9,62.0,4.28,4.23,2.55,646
15199,15200,0.32,Ideal,E,VS2,62.1,56.0,4.38,4.41,2.73,702
2001,2002,0.71,Ideal,D,SI2,61.9,56.0,5.78,5.73,3.56,2452
25278,25279,1.27,Ideal,I,VS1,,57.0,6.86,6.89,4.32,6396
18632,18633,0.7,Ideal,D,VVS2,61.7,55.0,5.73,5.75,3.54,5539
25666,25667,0.71,Ideal,I,VVS2,62.4,54.0,5.72,5.75,3.58,2308
6289,6290,0.41,Premium,G,VS2,61.4,59.0,4.79,4.75,2.93,1061
10257,10258,2.0,Very Good,J,VS2,60.7,60.0,8.05,8.17,4.92,13542
16976,16977,0.51,Ideal,G,VS2,60.7,56.0,5.18,5.23,3.16,1557
12786,12787,0.94,Good,I,SI2,63.8,60.0,6.14,6.21,3.94,3134
18077,18078,0.9,Good,H,SI2,63.1,60.0,6.09,6.14,3.86,3024
25136,25137,1.39,Very Good,E,VS1,60.9,61.0,7.15,7.19,4.37,12614
10013,10014,0.51,Very Good,F,VS1,63.3,59.0,5.09,5.12,3.23,1722
15137,15138,1.04,Ideal,G,VS1,61.8,56.0,6.5,6.52,4.02,7467
21705,21706,0.72,Ideal,E,SI1,62.7,55.0,5.64,5.69,3.55,2886
11250,11251,1.19,Good,G,VVS2,61.1,61.0,6.86,6.83,4.18,8995
172,173,0.32,Very Good,F,VS2,61.4,58.0,4.37,4.42,2.7,556
4852,4853,0.77,Good,E,VS2,63.4,57.0,5.8,5.84,3.69,3291
19955,19956,1.0,Very Good,H,SI2,63.1,58.0,6.29,6.36,3.99,3975
10369,10370,0.4,Ideal,H,IF,61.9,56.0,4.72,4.75,2.93,1153
26715,26716,0.37,Premium,D,VVS1,61.4,58.0,4.65,4.63,2.85,1142
22841,22842,1.24,Ideal,F,VVS1,,55.0,6.94,6.98,4.26,15026
10020,10021,0.52,Ideal,E,VS1,61.3,56.0,5.18,5.22,3.19,1726
25701,25702,0.56,Ideal,G,VVS1,62.3,55.0,5.25,5.31,3.29,2055
17856,17857,1.51,Premium,G,VS2,62.5,59.0,7.28,7.34,4.57,12756
14813,14814,0.7,Very Good,G,VS2,61.9,55.0,5.63,5.71,3.51,2507
26131,26132,0.31,Premium,E,VS2,60.3,58.0,4.37,4.42,2.65,680
20260,20261,0.71,Very Good,H,SI2,62.2,55.1,5.7,5.72,3.55,2339
17056,17057,0.4,Ideal,F,VS2,62.0,57.0,4.74,4.68,2.92,1080
2345,2346,1.09,Very Good,F,SI2,58.5,59.0,6.75,6.8,3.96,4113
16555,16556,0.59,Premium,F,SI1,62.4,59.0,5.37,5.33,3.34,1561
3386,3387,0.29,Premium,G,VS1,62.1,59.0,4.25,4.22,2.63,547
16245,16246,1.27,Good,J,VS1,63.4,60.0,6.8,6.85,4.33,5588
14019,14020,0.36,Premium,E,SI1,60.9,60.0,4.61,4.56,2.79,810
10390,10391,0.72,Ideal,D,VS1,60.9,56.0,5.79,5.86,3.55,3896
7570,7571,0.9,Very Good,G,IF,63.1,58.0,6.18,6.09,3.87,5670
417,418,0.3,Premium,G,VS2,61.6,60.0,4.33,4.28,2.65,675
1584,1585,0.77,Ideal,H,VVS2,61.3,56.0,5.91,5.94,3.63,3707
22609,22610,1.51,Ideal,H,VS1,62.6,56.0,7.32,7.28,4.57,11686
21410,21411,1.51,Premium,G,VS1,63.0,59.0,7.24,7.19,4.55,12085
11965,11966,1.51,Ideal,G,SI1,62.9,57.0,7.3,7.27,4.58,11255
19452,19453,1.3,Premium,F,VS2,60.4,59.0,7.06,7.12,4.28,9909
17921,17922,0.51,Ideal,F,VVS2,61.8,56.0,5.13,5.16,3.18,2098
858,859,0.3,Ideal,F,VS2,61.8,56.0,4.3,4.31,2.66,605
15268,15269,0.7,Ideal,I,VS2,61.9,53.2,5.68,5.71,3.56,2240
4506,4507,1.01,Very Good,E,VVS2,63.3,58.0,6.39,6.31,4.02,8912
19551,19552,1.43,Very Good,G,VS2,62.2,58.0,7.15,7.18,4.46,10419
20493,20494,1.0,Ideal,H,SI2,62.0,55.0,6.39,6.43,3.98,4580
10214,10215,1.0,Premium,H,SI2,59.6,62.0,6.52,6.41,3.85,3640
18871,18872,1.27,Ideal,G,VS1,61.2,57.0,6.97,6.98,4.27,11206
25249,25250,0.27,Ideal,G,VVS1,62.5,56.0,4.15,4.18,2.6,627
13779,13780,0.33,Ideal,H,VVS1,62.2,55.0,4.44,4.4,2.75,965
10937,10938,1.56,Good,I,VS2,57.2,62.0,7.72,7.66,4.4,9784
6301,6302,0.3,Premium,I,VVS2,61.9,61.0,4.32,4.28,2.66,675
13260,13261,1.09,Ideal,E,VVS2,60.9,56.0,6.66,6.7,4.07,10333
2170,2171,1.01,Very Good,F,VS2,61.1,58.0,6.45,6.51,3.96,7037
14955,14956,0.43,Ideal,G,VVS2,61.9,55.0,4.86,4.84,3.0,1129
754,755,0.31,Premium,F,VS2,61.6,58.0,4.35,4.38,2.69,625
19359,19360,0.3,Premium,E,VS2,62.2,60.0,4.28,4.24,2.65,844
10743,10744,0.32,Ideal,D,VS2,62.7,57.0,4.4,4.44,2.77,758
17031,17032,0.3,Ideal,J,VS2,62.1,56.0,4.29,4.34,2.68,384
18937,18938,1.19,Ideal,D,VS1,61.1,57.0,6.84,6.87,4.19,10079
18309,18310,0.3,Good,H,VS1,63.2,56.0,4.25,4.29,2.7,526
10968,10969,0.31,Premium,G,SI2,61.3,58.0,4.4,4.37,2.69,523
1721,1722,0.32,Ideal,D,SI1,62.8,56.0,4.42,4.37,2.76,756
8139,8140,0.7,Good,E,SI1,58.3,64.0,5.77,5.69,3.34,2370
23992,23993,1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22,7277
14701,14702,1.27,Premium,J,VS1,62.6,59.0,6.92,6.88,4.32,5618
5505,5506,0.75,Ideal,D,VS1,62.4,56.0,5.79,5.84,3.63,3961
22214,22215,0.71,Ideal,I,SI1,62.3,53.0,5.69,5.82,3.56,2319
7684,7685,1.26,Premium,I,SI1,62.0,58.0,6.9,6.87,4.27,6068
11091,11092,0.42,Premium,E,SI1,62.7,59.0,4.79,4.78,3.0,992
25040,25041,1.05,Ideal,I,VS2,60.3,57.0,6.57,6.63,3.98,5697
9548,9549,1.7,Premium,I,VS2,62.0,59.0,7.6,7.55,4.7,10929
13359,13360,0.93,Very Good,G,SI2,62.7,57.0,6.21,6.26,3.91,3738
10125,10126,0.46,Very Good,D,VVS1,61.6,59.0,4.92,4.97,3.05,1993
4247,4248,0.61,Ideal,F,VVS2,61.8,55.0,5.43,5.47,3.37,2634
19363,19364,1.52,Premium,H,VS2,61.1,61.0,7.4,7.36,4.51,8825
3025,3026,4.01,Premium,J,I1,62.5,62.0,10.02,9.94,6.24,15223
21681,21682,1.01,Fair,D,VS2,65.3,58.0,6.29,6.24,4.09,6366
24713,24714,0.9,Premium,E,SI1,60.8,59.0,6.24,6.19,3.78,4385
9260,9261,1.02,Ideal,E,VS2,62.7,56.0,6.38,6.44,4.02,6732
15099,15100,0.37,Ideal,D,SI1,61.5,57.0,4.6,4.63,2.84,681
26347,26348,0.23,Very Good,F,VS2,59.4,57.0,4.06,4.09,2.42,402
13565,13566,1.01,Very Good,G,VVS2,63.2,59.0,6.35,6.27,3.99,7267
7882,7883,0.35,Good,F,SI2,,56.0,4.48,4.45,2.85,591
23318,23319,0.32,Ideal,G,SI2,63.0,56.0,4.35,4.32,2.73,540
10284,10285,0.3,Premium,G,VVS1,61.7,58.0,4.26,4.3,2.64,789
18164,18165,0.71,Very Good,E,VS1,61.5,57.0,5.74,5.77,3.54,3192
13010,13011,0.39,Premium,F,SI1,60.1,59.0,4.77,4.74,2.86,823
2737,2738,0.26,Ideal,H,VS1,61.8,56.0,4.12,4.14,2.55,448
23593,23594,0.9,Ideal,I,SI1,62.3,57.0,6.12,6.15,3.82,3455
1006,1007,0.26,Very Good,E,VVS2,62.6,58.0,4.07,4.11,2.56,597
860,861,0.39,Ideal,G,VVS1,,56.0,4.66,4.7,2.9,978
18000,18001,0.38,Ideal,E,VS1,60.7,56.0,4.7,4.72,2.86,933
9966,9967,0.24,Ideal,F,VVS1,62.0,56.0,3.99,4.01,2.48,678
16490,16491,1.06,Premium,F,SI1,60.4,62.0,6.62,6.59,3.99,5580
19636,19637,0.36,Ideal,J,SI1,62.3,53.0,4.59,4.62,2.87,439
22398,22399,1.0,Fair,J,SI2,69.9,61.0,6.13,5.86,4.23,2117
25090,25091,0.5,Fair,E,SI1,66.4,58.0,4.98,4.87,3.27,1196
905,906,0.41,Ideal,F,SI2,61.1,57.0,4.8,4.86,2.95,703
3538,3539,0.3,Ideal,G,IF,62.1,55.0,4.32,4.34,2.69,863
9110,9111,0.52,Ideal,F,VS1,62.2,55.0,5.18,5.14,3.21,1872
23484,23485,0.4,Premium,G,VVS2,59.7,58.0,4.78,4.8,2.86,982
15862,15863,0.3,Ideal,D,VS2,61.5,58.0,4.27,4.31,2.64,670
21424,21425,0.3,Very Good,G,VS1,62.6,56.0,4.29,4.31,2.69,581
655,656,1.2,Premium,G,VS2,62.1,61.0,6.74,6.68,4.17,7728
3110,3111,0.9,Premium,F,SI1,62.8,59.0,6.16,6.13,3.86,3992
22017,22018,2.66,Good,H,SI2,64.3,60.0,8.71,8.65,5.58,18495
11636,11637,1.51,Premium,J,VS2,62.3,59.0,7.35,7.31,4.57,7553
51,52,1.14,Premium,G,VS2,61.4,60.0,6.71,6.68,4.11,7079
15070,15071,0.91,Ideal,F,SI1,62.3,56.0,6.16,6.19,3.85,4267
3941,3942,0.31,Ideal,F,VVS2,61.3,56.0,4.38,4.39,2.69,695
5760,5761,1.24,Ideal,G,VS2,62.1,56.0,6.87,6.91,4.28,8504
7992,7993,0.3,Premium,D,VS2,61.9,58.0,4.28,4.32,2.66,710
14657,14658,1.0,Very Good,I,SI1,63.3,58.0,6.34,6.3,4.0,4200
7419,7420,0.39,Good,G,IF,63.5,56.0,4.65,4.67,2.96,1213
6124,6125,0.32,Very Good,F,VVS2,63.2,52.0,4.38,4.39,2.77,683
5039,5040,0.66,Ideal,F,VVS2,61.2,57.0,5.63,5.58,3.43,2732
2013,2014,0.44,Ideal,D,VS1,61.3,56.0,4.92,4.87,3.0,1294
11690,11691,0.26,Very Good,E,VVS2,60.8,61.0,4.12,4.13,2.51,564
10276,10277,0.82,Ideal,H,VS2,59.5,57.0,6.12,6.09,3.63,2870
21502,21503,0.5,Good,E,SI1,64.2,59.0,5.03,4.97,3.21,1090
11986,11987,0.5,Premium,E,VS2,59.3,62.0,5.25,5.18,3.09,1684
21680,21681,0.71,Good,I,VS1,63.3,56.0,5.65,5.69,3.59,2306
5708,5709,0.38,Good,G,VS1,63.9,60.0,4.59,4.52,2.91,962
24301,24302,0.39,Premium,F,VS1,61.7,58.0,4.71,4.69,2.9,956
17146,17147,0.42,Good,D,SI2,63.1,56.0,4.74,4.8,3.01,653
16231,16232,0.7,Ideal,D,VS1,62.9,57.0,5.67,5.61,3.55,3229
20717,20718,0.91,Good,F,SI1,58.0,57.0,6.36,6.47,3.72,4067
23014,23015,0.41,Ideal,E,VVS2,61.7,56.0,4.77,4.8,2.95,1432
6464,6465,0.5,Premium,G,VS1,59.7,60.0,5.14,5.11,3.06,1746
13324,13325,2.3,Premium,H,SI2,62.7,56.0,8.46,8.42,5.29,15992
25620,25621,0.31,Ideal,E,VS1,61.6,56.0,4.35,4.38,2.69,734
20952,20953,0.54,Ideal,E,SI1,61.5,56.0,5.31,5.26,3.25,1594
351,352,0.96,Fair,F,SI2,65.2,58.0,6.14,6.12,3.99,3688
21464,21465,0.35,Premium,H,VVS2,61.9,58.0,4.5,4.54,2.8,706
2073,2074,0.23,Very Good,H,VVS2,59.2,61.0,4.0,4.04,2.38,389
12109,12110,0.57,Ideal,E,VS2,60.4,57.0,5.4,5.35,3.25,1949
18866,18867,1.07,Premium,H,SI1,62.1,58.0,6.56,6.49,4.05,5055
2069,2070,0.5,Ideal,H,VVS1,61.4,57.0,5.08,5.11,3.12,1684
21121,21122,0.57,Very Good,I,SI1,62.5,58.0,5.22,5.27,3.28,1180
20256,20257,0.72,Ideal,E,VVS2,62.0,56.0,5.74,5.77,3.57,3874
5739,5740,1.22,Ideal,H,VS2,60.4,57.0,6.95,6.98,4.21,7506
1299,1300,0.4,Premium,G,SI1,62.0,59.0,4.72,4.7,2.92,900
21642,21643,2.0,Ideal,F,I1,60.3,56.0,8.16,8.27,4.94,10494
24033,24034,0.74,Premium,F,SI1,62.7,59.0,5.78,5.73,3.61,2553
26953,26954,1.02,Premium,G,SI1,62.3,59.0,6.44,6.4,4.0,4718
651,652,0.41,Fair,G,VVS2,64.7,56.0,4.68,4.72,3.04,833
23332,23333,0.54,Very Good,I,VS2,62.3,56.0,5.17,5.22,3.24,1317
22077,22078,0.71,Very Good,F,SI2,61.6,59.0,5.7,5.76,3.53,2326
2231,2232,1.12,Good,I,VS2,63.8,55.0,6.57,6.63,4.21,4766
15027,15028,0.3,Ideal,G,IF,61.7,53.0,4.33,4.36,2.68,850
17832,17833,0.56,Very Good,E,VVS2,62.6,57.0,5.25,5.23,3.28,2100
26626,26627,1.14,Ideal,G,VS2,60.5,60.0,6.77,6.75,4.09,7099
21088,21089,0.91,Very Good,E,VS1,61.8,60.0,6.17,6.2,3.82,5530
8608,8609,2.14,Ideal,E,SI2,62.7,55.0,8.26,8.21,5.16,13065
23055,23056,0.33,Premium,H,IF,62.0,58.0,4.39,4.42,2.73,868
18421,18422,1.01,Premium,H,SI2,60.9,59.0,6.42,6.35,3.89,3394
1710,1711,0.78,Very Good,G,VS2,61.7,58.0,5.87,5.92,3.64,3074
3075,3076,0.51,Very Good,G,VS1,63.4,57.0,5.08,5.04,3.21,1709
16624,16625,0.77,Very Good,G,VS1,62.8,58.0,5.78,5.84,3.65,2986
22531,22532,1.01,Premium,H,SI2,62.3,60.0,6.39,6.32,3.96,3782
11156,11157,0.32,Very Good,F,VS1,62.2,55.0,4.37,4.39,2.72,616
11631,11632,0.33,Premium,E,VS2,61.1,59.0,4.45,4.49,2.73,723
16436,16437,0.83,Ideal,D,SI1,61.9,56.0,6.01,6.04,3.73,4159
15907,15908,0.53,Ideal,E,VS2,61.9,55.0,5.19,5.22,3.22,1721
6430,6431,1.01,Very Good,F,SI2,63.4,56.0,6.4,6.34,4.04,4355
18372,18373,0.56,Ideal,G,IF,62.0,54.0,5.3,5.32,3.29,2321
20874,20875,1.22,Ideal,G,VS1,62.2,56.0,6.88,6.85,4.27,9292
14388,14389,0.23,Ideal,H,VVS1,61.1,55.0,3.98,4.01,2.44,484
4632,4633,0.9,Premium,D,SI2,58.8,59.0,6.28,6.24,3.68,3579
26643,26644,0.31,Premium,G,SI1,60.4,58.0,4.42,4.39,2.66,593
1970,1971,0.3,Premium,G,VVS2,62.8,60.0,4.28,4.25,2.68,878
7003,7004,0.3,Premium,D,SI1,62.4,60.0,4.23,4.26,2.65,552
11296,11297,1.01,Ideal,G,SI2,62.1,57.0,6.48,6.44,4.01,4350
14282,14283,0.58,Ideal,F,VS1,60.4,57.0,5.42,5.37,3.26,2245
14901,14902,0.5,Ideal,F,VS2,60.9,57.0,5.14,5.16,3.14,1749
2803,2804,1.01,Very Good,I,SI1,63.5,53.0,6.32,6.4,4.04,4794
6158,6159,0.26,Very Good,E,VVS2,63.0,58.0,4.08,4.11,2.58,597
2812,2813,0.38,Ideal,G,VS2,62.2,56.0,4.64,4.62,2.88,983
14275,14276,1.54,Ideal,I,SI2,62.0,59.0,7.33,7.38,4.56,8254
19604,19605,0.53,Ideal,D,VS2,60.2,55.0,5.26,5.3,3.18,1610
7716,7717,0.7,Ideal,F,SI1,61.1,56.0,5.74,5.78,3.52,2671
18735,18736,1.01,Good,I,SI2,64.1,58.0,6.31,6.26,4.03,3411
26679,26680,0.67,Ideal,G,VVS1,62.4,55.0,5.6,5.62,3.5,2577
4726,4727,1.21,Ideal,E,SI1,62.0,56.0,6.83,6.76,4.21,6887
5620,5621,0.32,Ideal,D,SI1,62.7,54.0,4.35,4.39,2.74,589
16492,16493,2.0,Premium,G,SI1,59.3,60.0,8.19,8.13,4.84,14918
21650,21651,1.19,Premium,I,VS2,59.3,59.0,6.98,6.88,4.11,4591
2540,2541,1.03,Very Good,F,SI2,62.0,58.0,6.43,6.51,4.01,4414
20704,20705,0.25,Very Good,F,VVS2,59.3,59.0,4.15,4.18,2.47,548
14895,14896,0.64,Ideal,D,VS2,60.7,59.0,5.58,5.62,3.4,2224
12821,12822,1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9,3399
18375,18376,0.4,Ideal,E,SI1,62.5,57.0,4.74,4.7,2.95,907
17175,17176,0.64,Ideal,H,VVS1,61.1,55.0,5.58,5.61,3.43,2084
11323,11324,0.76,Ideal,D,VS1,61.3,57.0,5.87,5.9,3.61,4229
10609,10610,0.34,Very Good,F,SI2,60.0,62.0,4.51,4.55,2.72,447
571,572,0.52,Ideal,E,VS2,61.2,56.0,5.16,5.23,3.18,1689
26092,26093,1.49,Ideal,H,SI1,62.4,56.0,7.28,7.24,4.53,9132
19339,19340,0.7,Premium,E,SI2,62.9,59.0,5.67,5.59,3.54,2307
18067,18068,0.42,Premium,G,VS2,59.5,59.0,4.83,4.89,2.89,847
17531,17532,1.7,Premium,G,VS2,62.6,61.0,7.64,7.54,4.75,15568
8069,8070,0.39,Premium,J,VS1,61.0,62.0,4.71,4.66,2.86,790
24525,24526,0.8,Premium,G,SI2,59.7,62.0,6.02,5.98,3.58,2484
10635,10636,1.09,Very Good,E,SI1,62.8,56.0,6.53,6.6,4.12,5771
25022,25023,0.43,Very Good,E,SI1,62.4,56.0,4.79,4.83,3.0,792
9637,9638,3.0,Premium,I,SI2,60.7,59.0,9.3,9.14,5.6,16970
11140,11141,0.41,Very Good,G,VS1,62.4,57.0,4.71,4.74,2.95,899
6220,6221,0.4,Ideal,H,SI1,62.6,52.0,4.73,4.76,2.97,705
16595,16596,0.7,Premium,H,SI2,61.3,61.0,5.67,5.62,3.46,1749
22936,22937,0.32,Premium,E,VS2,61.2,59.0,4.4,4.43,2.7,702
11651,11652,0.47,Ideal,D,VVS1,62.1,55.0,4.98,5.01,3.1,2460
26528,26529,0.24,Good,E,VS2,63.0,59.0,3.96,4.01,2.51,378
13463,13464,0.91,Good,G,SI1,63.1,63.0,6.11,6.16,3.87,3506
5004,5005,1.02,Very Good,J,SI1,61.4,58.0,6.47,6.5,3.98,4137
17611,17612,0.41,Ideal,F,VVS2,60.1,57.0,4.85,4.83,2.91,1192
23074,23075,0.33,Premium,I,VS2,60.6,58.0,4.47,4.44,2.7,594
22700,22701,0.31,Ideal,G,VS1,62.9,57.0,4.32,4.3,2.71,802
25157,25158,0.31,Premium,D,SI2,61.8,60.0,4.37,4.33,2.69,593
4584,4585,0.91,Ideal,H,SI1,62.1,57.0,6.18,6.21,3.85,4919
19187,19188,2.01,Ideal,F,SI2,61.9,55.0,8.1,8.05,5.0,18395
26197,26198,1.0,Ideal,E,SI2,62.3,57.0,6.33,6.28,3.93,4077
3595,3596,0.61,Ideal,E,VVS2,62.1,54.2,5.43,5.45,3.38,2907
10571,10572,1.13,Very Good,F,VS1,61.6,58.0,6.61,6.68,4.09,7092
17809,17810,0.41,Very Good,H,VVS1,61.7,58.0,4.74,4.79,2.94,991
9751,9752,2.51,Very Good,H,SI2,63.6,58.0,8.51,8.59,5.44,18029
9222,9223,1.28,Premium,H,SI1,62.0,62.0,6.93,6.87,4.28,6595
7204,7205,1.34,Ideal,G,VS2,61.9,56.0,7.1,7.05,4.38,9401
18676,18677,1.01,Very Good,F,VS2,59.2,59.0,6.49,6.61,3.88,6257
5186,5187,1.3,Good,J,VS2,63.6,59.0,6.87,6.9,4.38,5175
16194,16195,1.01,Very Good,G,VS2,62.5,57.0,6.37,6.4,3.99,5679
451,452,0.7,Very Good,D,SI1,62.6,57.0,5.67,5.7,3.56,2726
26258,26259,1.06,Premium,D,SI2,59.8,61.0,6.63,6.58,3.95,4483
23898,23899,1.2,Premium,J,SI1,58.5,61.0,6.95,6.89,4.05,4778
11395,11396,0.52,Ideal,G,VVS2,61.6,56.0,5.15,5.18,3.18,1784
22345,22346,0.85,Fair,G,I1,62.7,60.0,6.05,5.96,3.77,1651
1334,1335,0.4,Ideal,F,I1,63.3,60.0,4.68,4.64,2.95,630
5309,5310,0.51,Ideal,E,VVS2,62.5,57.0,5.06,5.12,3.18,2301
15952,15953,0.31,Ideal,E,VS2,62.0,56.0,4.34,4.37,2.7,680
3456,3457,1.2,Very Good,G,VVS1,60.9,59.0,6.87,6.79,4.16,9139
12243,12244,0.72,Premium,H,SI1,59.9,58.0,5.85,5.81,3.49,2334
24900,24901,1.04,Very Good,D,SI2,58.6,58.0,6.65,6.72,3.92,4906
7365,7366,1.25,Ideal,G,SI2,61.1,55.0,6.95,6.99,4.26,6371
26133,26134,0.4,Good,E,SI1,63.9,58.0,4.67,4.63,2.97,882
8328,8329,1.26,Premium,F,SI1,62.3,58.0,6.89,6.84,4.28,6915
21364,21365,0.29,Very Good,F,VVS1,61.5,56.0,4.26,4.3,2.63,563
5704,5705,0.32,Ideal,I,SI2,61.7,55.0,4.39,4.42,2.72,371
21730,21731,0.5,Ideal,D,VS2,61.1,57.0,5.11,5.13,3.13,2243
10992,10993,0.27,Ideal,F,VVS1,61.0,57.0,4.2,4.22,2.57,620
6972,6973,1.58,Very Good,J,SI1,61.6,57.0,7.47,7.54,4.62,8057
